Nombre,Código UTA 2020,Código UTA 2010,Latitud,Longitud,Municipio,Departamento,Provincia,Superficie en km²,Población,Densidad Poblacional hab/km²,Ruta raiz de servicos OWS,Capa,Filtros de la Capa
LA ESCONDIDA,2.2056E+14,2.2056E+14,-27.10732485,-59.44753251,LA ESCONDIDA,GENERAL DONOVAN,CHACO,,,,,,
KILOMETRO 548,2.2056E+14,2.2056E+14,-27.09668174,-59.42115105,LA ESCONDIDA,GENERAL DONOVAN,CHACO,,,,,,
COLONIA EL CACIQUE LLORON,2.2056E+14,2.2056E+14,-27.04859208,-59.43743593,LA ESCONDIDA,GENERAL DONOVAN,CHACO,,,,,,
LEGUA 41,2.2056E+14,2.2056E+14,-27.08111444,-59.38577581,LA ESCONDIDA,GENERAL DONOVAN,CHACO,,,,,,
LAS CHACRAS,1.4049E+14,1.4049E+14,-30.28576787,-64.37897808,QUILINO,ISCHILIN,CÓRDOBA,,,,,,
LOS CADILLOS,1.4049E+14,1.4049E+14,-30.10186689,-64.45199984,QUILINO,ISCHILIN,CÓRDOBA,,,,,,
VILLA QUILINO,1.4049E+14,1.4049E+14,-30.21011575,-64.47756742,QUILINO,ISCHILIN,CÓRDOBA,,,,,,
QUILINO,1.4049E+14,1.4049E+14,-30.21595522,-64.5029777,QUILINO,ISCHILIN,CÓRDOBA,,,,,,
CARRENLEUFU,2.60568E+14,2.60568E+14,-43.58568854,-71.70090202,CARRENLEUFU,LANGUIÑEO,CHUBUT,,,,,,
LAGO BLANCO,2.60848E+14,2.60848E+14,-45.94685942,-71.26411066,LAGO BLANCO,RIO SENGUER,CHUBUT,,,,,,
VILLA SANTOS TESEI,6.40804E+13,6.40804E+13,-34.61239445,-58.65381037,HURLINGHAM,HURLINGHAM,BUENOS AIRES,,,,,,
HURLINGHAM,6.40804E+13,6.40804E+13,-34.59309314,-58.63572095,HURLINGHAM,HURLINGHAM,BUENOS AIRES,,,,,,
WILLIAM C. MORRIS,6.40804E+13,6.40804E+13,-34.58156228,-58.65830054,HURLINGHAM,HURLINGHAM,BUENOS AIRES,,,,,,
ORATORIO MORANTE,8.20282E+14,8.20282E+14,-33.4335022,-60.40251923,GODOY,CONSTITUCION,SANTA FE,,,,,,
GODOY,8.20282E+14,8.20282E+14,-33.36970987,-60.50941302,GODOY,CONSTITUCION,SANTA FE,,,,,,
CAMPO LA VICTORIA,8.20282E+14,8.20282E+14,-33.4061679,-60.4776607,GODOY,CONSTITUCION,SANTA FE,,,,,,
VILLA MERCEDES,7.4035E+14,7.4035E+14,-33.67736978,-65.47314337,VILLA MERCEDES,GENERAL PEDERNERA,SAN LUIS,,,,,,
LA RIVERA,7.4035E+14,7.4035E+14,-33.69417366,-65.50389419,VILLA MERCEDES,GENERAL PEDERNERA,SAN LUIS,,,,,,
DIQUE VULPIANI,7.4035E+14,7.4035E+14,-33.66154699,-65.53572689,VILLA MERCEDES,GENERAL PEDERNERA,SAN LUIS,,,,,,
LA RIBERA,7.4035E+14,7.4035E+14,-33.69181223,-65.50073106,VILLA MERCEDES,GENERAL PEDERNERA,SAN LUIS,,,,,,
SAN FRANCISCO DE ALFARCITO,3.80076E+14,3.80076E+14,-23.27530252,-65.94638046,BARRANCAS,COCHINOCA,JUJUY,,,,,,
SANTA ANA DE LA PUNA,3.80076E+14,3.80076E+14,-23.1466006,-66.03210333,BARRANCAS,COCHINOCA,JUJUY,,,,,,
TUSAQUILLAS,3.80076E+14,3.80076E+14,-23.17094554,-65.9732428,BARRANCAS,COCHINOCA,JUJUY,,,,,,
SANTA ANA,3.80076E+14,3.80076E+14,-23.1474247,-66.03121948,BARRANCAS,COCHINOCA,JUJUY,,,,,,
TRANCAS,3.80076E+14,3.80076E+14,-23.04800797,-66.13256073,BARRANCAS,COCHINOCA,JUJUY,,,,,,
RINCONADILLAS,3.80076E+14,3.80076E+14,-23.28866435,-65.94123354,BARRANCAS,COCHINOCA,JUJUY,,,,,,
SALADO,3.80076E+14,3.80076E+14,-23.04861069,-66.09285736,BARRANCAS,COCHINOCA,JUJUY,,,,,,
ABDON CASTRO TOLAY,3.80076E+14,3.80076E+14,-23.3386411,-66.09014323,BARRANCAS,COCHINOCA,JUJUY,,,,,,
SANTUARIO DE TRES POZOS,3.80076E+14,3.80076E+14,-23.51550696,-65.94761287,BARRANCAS,COCHINOCA,JUJUY,,,,,,
TOLARITO,3.80076E+14,3.80076E+14,-23.29167366,-66.08133698,BARRANCAS,COCHINOCA,JUJUY,,,,,,
28 DE JULIO,2.60425E+14,2.60425E+14,-43.38097713,-65.83868774,28 DE JULIO,GAIMAN,CHUBUT,,,,,,
NAUPA HUEN,6.20355E+14,6.20355E+14,-39.82828459,-69.50897269,NAUPA HUEN,EL CUY,RÍO NEGRO,,,,,,
CHILCA JULIANA,8.61686E+14,8.61686E+14,-28.80748336,-63.48677734,CHILCA JULIANA,SALAVINA,SANTIAGO DEL ESTERO,,,,,,
EL MANZANO,5.0077E+14,5.0077E+14,-36.107008,-69.761199,MALARGUE,MALARGUE,MENDOZA,,,,,,
LAS CHACRAS,5.0077E+14,5.0077E+14,-36.18867493,-69.66440582,MALARGUE,MALARGUE,MENDOZA,,,,,,
MALARGUE,5.0077E+14,5.0077E+14,-35.47701071,-69.58864919,MALARGUE,MALARGUE,MENDOZA,,,,,,
LA JUNTA,5.0077E+14,5.0077E+14,-35.2675837,-69.50030017,MALARGUE,MALARGUE,MENDOZA,,,,,,
LUANCO,5.0077E+14,5.0077E+14,-37.18549347,-68.39237213,MALARGUE,MALARGUE,MENDOZA,,,,,,
LAS LEÑAS,5.0077E+14,5.0077E+14,-35.15396508,-70.0817911,MALARGUE,MALARGUE,MENDOZA,,,,,,
EL CHACAY,5.0077E+14,5.0077E+14,-35.35740405,-69.58238523,MALARGUE,MALARGUE,MENDOZA,,,,,,
AGUA ESCONDIDA,5.0077E+14,5.0077E+14,-36.15323904,-68.30484285,MALARGUE,MALARGUE,MENDOZA,,,,,,
MINACAR,5.0077E+14,5.0077E+14,-35.86965561,-70.06924439,MALARGUE,MALARGUE,MENDOZA,,,,,,
EL INFIERNILLO,5.0077E+14,5.0077E+14,-36.75704193,-69.18418884,MALARGUE,MALARGUE,MENDOZA,,,,,,
LOS CARRIZALES,5.0077E+14,5.0077E+14,-36.70020676,-68.37201691,MALARGUE,MALARGUE,MENDOZA,,,,,,
EL VATRO,5.0077E+14,5.0077E+14,-36.7022934,-69.94219971,MALARGUE,MALARGUE,MENDOZA,,,,,,
RINCON CHICO,5.0077E+14,5.0077E+14,-37.13733673,-69.58334351,MALARGUE,MALARGUE,MENDOZA,,,,,,
LA SALINILLA,5.0077E+14,5.0077E+14,-36.2803421,-68.57088471,MALARGUE,MALARGUE,MENDOZA,,,,,,
EL ALAMBRADO,5.0077E+14,5.0077E+14,-36.26989321,-69.85749485,MALARGUE,MALARGUE,MENDOZA,,,,,,
CALMUCO,5.0077E+14,5.0077E+14,-36.47914887,-69.82659912,MALARGUE,MALARGUE,MENDOZA,,,,,,
LLANO BLANCO,5.0077E+14,5.0077E+14,-35.91611481,-69.76875305,MALARGUE,MALARGUE,MENDOZA,,,,,,
PATA MORA,5.0077E+14,5.0077E+14,-37.20100021,-69.1072464,MALARGUE,MALARGUE,MENDOZA,,,,,,
RIO GRANDE,5.0077E+14,5.0077E+14,-35.87088253,-69.80667807,MALARGUE,MALARGUE,MENDOZA,,,,,,
LOS CORRALES,5.0077E+14,5.0077E+14,-36.1494751,-68.34661102,MALARGUE,MALARGUE,MENDOZA,,,,,,
EL CARAPACHO,5.0077E+14,5.0077E+14,-35.81309386,-69.19069223,MALARGUE,MALARGUE,MENDOZA,,,,,,
LA VALENCIANA,5.0077E+14,5.0077E+14,-35.54667321,-69.90122162,MALARGUE,MALARGUE,MENDOZA,,,,,,
LOS MOLLES,5.0077E+14,5.0077E+14,-35.1541609,-69.95182839,MALARGUE,MALARGUE,MENDOZA,,,,,,
MOGOTES ASPEROS,1.40702E+14,1.40702E+14,-31.18595404,-65.24743587,ESTANCIA DE GUADALUPE,MINAS,CÓRDOBA,,,,,,
OJO DE AGUA,1.40702E+14,1.40702E+14,-31.19116367,-65.36343883,ESTANCIA DE GUADALUPE,MINAS,CÓRDOBA,,,,,,
ESTANCIA DE GUADALUPE,1.40702E+14,1.40702E+14,-31.12421016,-65.22690021,ESTANCIA DE GUADALUPE,MINAS,CÓRDOBA,,,,,,
SAN FELIPE,1.40702E+14,1.40702E+14,-31.21560714,-65.35527449,ESTANCIA DE GUADALUPE,MINAS,CÓRDOBA,,,,,,
TRES LOMAS,1.40702E+14,1.40702E+14,-31.14746857,-65.18268585,ESTANCIA DE GUADALUPE,MINAS,CÓRDOBA,,,,,,
LA ARGENTINA,1.40702E+14,1.40702E+14,-31.22291155,-65.30273585,ESTANCIA DE GUADALUPE,MINAS,CÓRDOBA,,,,,,
CORREA,8.20563E+14,8.20563E+14,-32.84946108,-61.25455691,CORREA,IRIONDO,SANTA FE,,,,,,
BERRETTA,8.20563E+14,8.20563E+14,-32.92903431,-61.26562377,CORREA,IRIONDO,SANTA FE,,,,,,
ESTACION BERRETA,8.20563E+14,8.20563E+14,-32.9365041,-61.2560121,CORREA,IRIONDO,SANTA FE,,,,,,
EL CHALTEN,7.80285E+14,7.80285E+14,-49.33197312,-72.89162671,EL CHALTEN,LAGO ARGENTINO,SANTA CRUZ,,,,,,
EL ARBOLITO,6.17502E+13,6.17502E+13,-33.9147838,-60.94380819,COLON,COLON,BUENOS AIRES,,,,,,
LOS BARRILES,6.17502E+13,6.17502E+13,-33.9462889,-61.2276668,COLON,COLON,BUENOS AIRES,,,,,,
COLONIA LA PERLA,6.17502E+13,6.17502E+13,-33.97042426,-61.07620535,COLON,COLON,BUENOS AIRES,,,,,,
SARASA,6.17502E+13,6.17502E+13,-34.05233531,-61.20190409,COLON,COLON,BUENOS AIRES,,,,,,
PEARSON,6.17502E+13,6.17502E+13,-33.6518963,-60.89222399,COLON,COLON,BUENOS AIRES,,,,,,
COLON,6.17502E+13,6.17502E+13,-33.89786336,-61.09956051,COLON,COLON,BUENOS AIRES,,,,,,
KILOMETRO 404,6.08401E+13,6.08401E+13,-37.6438,-59.8529,BENITO JUAREZ,BENITO JUAREZ,BUENOS AIRES,,,,,,
VILLA CACIQUE,6.08401E+13,6.08401E+13,-37.67047789,-59.40035334,BENITO JUAREZ,BENITO JUAREZ,BUENOS AIRES,,,,,,
EL SAUCE,6.08401E+13,6.08401E+13,-37.66079712,-59.56612397,BENITO JUAREZ,BENITO JUAREZ,BUENOS AIRES,,,,,,
BARKER,6.08401E+13,6.08401E+13,-37.64241113,-59.38893803,BENITO JUAREZ,BENITO JUAREZ,BUENOS AIRES,,,,,,
BENITO JUAREZ,6.08401E+13,6.08401E+13,-37.67664102,-59.80576771,BENITO JUAREZ,BENITO JUAREZ,BUENOS AIRES,,,,,,
CORONEL RODOLFO BUNGE,6.08401E+13,6.08401E+13,-37.5763984,-60.1392005,BENITO JUAREZ,BENITO JUAREZ,BUENOS AIRES,,,,,,
LOPEZ,6.08401E+13,6.08401E+13,-37.55451209,-59.62784615,BENITO JUAREZ,BENITO JUAREZ,BUENOS AIRES,,,,,,
SAN ANTONIO,6.08401E+13,6.08401E+13,-37.74727631,-59.81640244,BENITO JUAREZ,BENITO JUAREZ,BUENOS AIRES,,,,,,
EL LUCHADOR,6.08401E+13,6.08401E+13,-37.3214623,-60.292086,BENITO JUAREZ,BENITO JUAREZ,BUENOS AIRES,,,,,,
LA TINTA,6.08401E+13,6.08401E+13,-37.60838699,-59.51456452,BENITO JUAREZ,BENITO JUAREZ,BUENOS AIRES,,,,,,
TEDIN URIBURU,6.08401E+13,6.08401E+13,-37.36836863,-59.76303916,BENITO JUAREZ,BENITO JUAREZ,BUENOS AIRES,,,,,,
LOS CONQUISTADORES,3.0028E+14,3.0028E+14,-30.59440746,-58.46826271,LOS CONQUISTADORES,FEDERACION,ENTRE RÍOS,,,,,,
GANCEDO,2.2036E+14,2.2036E+14,-27.48964879,-61.67387717,GANCEDO,12 DE OCTUBRE,CHACO,,,,,,
LA BOLSA,2.2036E+14,2.2036E+14,-27.38206532,-61.62596109,GANCEDO,12 DE OCTUBRE,CHACO,,,,,,
LABORDE,1.41822E+14,1.41822E+14,-33.15298918,-62.85607378,LABORDE,UNION,CÓRDOBA,,,,,,
GENERAL GALARZA,3.0049E+14,3.0049E+14,-32.72127131,-59.3958887,GENERAL GALARZA,GUALEGUAY,ENTRE RÍOS,,,,,,
MOJOTORO,6.6077E+14,6.6077E+14,-24.70934677,-65.28838348,LA CALDERA,LA CALDERA,SALTA,,,,,,
ISLAS DE VAQUEROS,6.6077E+14,6.6077E+14,-24.603539,-65.380166,LA CALDERA,LA CALDERA,SALTA,,,,,,
SANTA GERTRUDIS,6.6077E+14,6.6077E+14,-24.6632061,-65.31018829,LA CALDERA,LA CALDERA,SALTA,,,,,,
LA CALDERILLA,6.6077E+14,6.6077E+14,-24.64152455,-65.38083679,LA CALDERA,LA CALDERA,SALTA,,,,,,
LOS SAUCES,6.6077E+14,6.6077E+14,-24.4710331,-65.37662506,LA CALDERA,LA CALDERA,SALTA,,,,,,
LOS PORONGOS,6.6077E+14,6.6077E+14,-24.53203392,-65.29351044,LA CALDERA,LA CALDERA,SALTA,,,,,,
LA CALDERA,6.6077E+14,6.6077E+14,-24.60494862,-65.38233773,LA CALDERA,LA CALDERA,SALTA,,,,,,
EL GALLINATO,6.6077E+14,6.6077E+14,-24.68660722,-65.28672685,LA CALDERA,LA CALDERA,SALTA,,,,,,
CAMPO ALEGRE,6.6077E+14,6.6077E+14,-24.57701543,-65.36872897,LA CALDERA,LA CALDERA,SALTA,,,,,,
LA FALDA DE SAN ANTONIO,1.0063E+14,1.0063E+14,-28.41984873,-65.6988378,FRAY MAMERTO ESQUIU,FRAY MAMERTO ESQUIU,CATAMARCA,,,,,,
EL HUECO,1.0063E+14,1.0063E+14,-28.41278845,-65.71753699,FRAY MAMERTO ESQUIU,FRAY MAMERTO ESQUIU,CATAMARCA,,,,,,
LA TERCENA,1.0063E+14,1.0063E+14,-28.37344735,-65.70812925,FRAY MAMERTO ESQUIU,FRAY MAMERTO ESQUIU,CATAMARCA,,,,,,
LA CARRERA,1.0063E+14,1.0063E+14,-28.34955768,-65.70911959,FRAY MAMERTO ESQUIU,FRAY MAMERTO ESQUIU,CATAMARCA,,,,,,
POMANCILLO,1.0063E+14,1.0063E+14,-28.30193901,-65.72743988,FRAY MAMERTO ESQUIU,FRAY MAMERTO ESQUIU,CATAMARCA,,,,,,
VILLA LAS PIRQUITAS,1.0063E+14,1.0063E+14,-28.27546652,-65.73343148,FRAY MAMERTO ESQUIU,FRAY MAMERTO ESQUIU,CATAMARCA,,,,,,
COLLAGASTA,1.0063E+14,1.0063E+14,-28.36167764,-65.72826902,FRAY MAMERTO ESQUIU,FRAY MAMERTO ESQUIU,CATAMARCA,,,,,,
SAN JOSE,1.0063E+14,1.0063E+14,-28.38873215,-65.70627013,FRAY MAMERTO ESQUIU,FRAY MAMERTO ESQUIU,CATAMARCA,,,,,,
POMANCILLO OESTE,1.0063E+14,1.0063E+14,-28.31784325,-65.74234472,FRAY MAMERTO ESQUIU,FRAY MAMERTO ESQUIU,CATAMARCA,,,,,,
POMANCILLO ESTE,1.0063E+14,1.0063E+14,-28.30871737,-65.72220984,FRAY MAMERTO ESQUIU,FRAY MAMERTO ESQUIU,CATAMARCA,,,,,,
SAN ANTONIO,1.0063E+14,1.0063E+14,-28.42377668,-65.70621343,FRAY MAMERTO ESQUIU,FRAY MAMERTO ESQUIU,CATAMARCA,,,,,,
CRUCE MUÑOZ,6.59506E+13,6.59506E+13,-37.1820692,-60.6463365,OLAVARRIA,OLAVARRIA,BUENOS AIRES,,,,,,
VILLA ALFREDO FORTABAT,6.59506E+13,6.59506E+13,-36.98027146,-60.27908284,OLAVARRIA,OLAVARRIA,BUENOS AIRES,,,,,,
CUARTEL II - AEROPUERTO,6.59506E+13,6.59506E+13,-36.9138115,-60.2275544,OLAVARRIA,OLAVARRIA,BUENOS AIRES,,,,,,
ESPIGAS,6.59506E+13,6.59506E+13,-36.41227324,-60.67306947,OLAVARRIA,OLAVARRIA,BUENOS AIRES,,,,,,
RECALDE,6.59506E+13,6.59506E+13,-36.65150162,-61.08450403,OLAVARRIA,OLAVARRIA,BUENOS AIRES,,,,,,
CAMPO ELSSIRY,6.59506E+13,6.59506E+13,-37.28472315,-60.34275563,OLAVARRIA,OLAVARRIA,BUENOS AIRES,,,,,,
EL PORVENIR,6.59506E+13,6.59506E+13,-36.5143954,-60.5474023,OLAVARRIA,OLAVARRIA,BUENOS AIRES,,,,,,
SIERRAS BAYAS,6.59506E+13,6.59506E+13,-36.92252382,-60.21579254,OLAVARRIA,OLAVARRIA,BUENOS AIRES,,,,,,
OLAVARRIA,6.59506E+13,6.59506E+13,-36.89209358,-60.31800466,OLAVARRIA,OLAVARRIA,BUENOS AIRES,,,,,,
CHACRAS DE PIBUEL,6.59506E+13,6.59506E+13,-36.90814079,-60.36517613,OLAVARRIA,OLAVARRIA,BUENOS AIRES,,,,,,
VIRGEN DE LA LOMA,6.59506E+13,6.59506E+13,-36.8185482,-60.385061,OLAVARRIA,OLAVARRIA,BUENOS AIRES,,,,,,
SAN PEDRO,6.59506E+13,6.59506E+13,-36.7927946,-60.6360127,OLAVARRIA,OLAVARRIA,BUENOS AIRES,,,,,,
CALERA AVELLANEDA,6.59506E+13,6.59506E+13,-36.98256235,-60.24344894,OLAVARRIA,OLAVARRIA,BUENOS AIRES,,,,,,
EL MIRADOR,6.59506E+13,6.59506E+13,-36.81259918,-60.35093689,OLAVARRIA,OLAVARRIA,BUENOS AIRES,,,,,,
SAN QUILCO,6.59506E+13,6.59506E+13,-37.0438314,-61.1407248,OLAVARRIA,OLAVARRIA,BUENOS AIRES,,,,,,
COLONIA SAN MIGUEL,6.59506E+13,6.59506E+13,-36.94956598,-60.11089541,OLAVARRIA,OLAVARRIA,BUENOS AIRES,,,,,,
SIERRA CHICA,6.59506E+13,6.59506E+13,-36.84323822,-60.22342714,OLAVARRIA,OLAVARRIA,BUENOS AIRES,,,,,,
LAS PIEDRITAS,6.59506E+13,6.59506E+13,-36.7335474,-60.5955954,OLAVARRIA,OLAVARRIA,BUENOS AIRES,,,,,,
VILLA LA SERRANIA,6.59506E+13,6.59506E+13,-36.99036321,-60.31080812,OLAVARRIA,OLAVARRIA,BUENOS AIRES,,,,,,
ITURREGUI,6.59506E+13,6.59506E+13,-36.8293322,-61.1255567,OLAVARRIA,OLAVARRIA,BUENOS AIRES,,,,,,
VILLA MONICA,6.59506E+13,6.59506E+13,-36.8993962,-60.1455471,OLAVARRIA,OLAVARRIA,BUENOS AIRES,,,,,,
BLANCAGRANDE,6.59506E+13,6.59506E+13,-36.53288871,-60.88245491,OLAVARRIA,OLAVARRIA,BUENOS AIRES,,,,,,
CERRO SOTUYO,6.59506E+13,6.59506E+13,-36.96120198,-60.10082793,OLAVARRIA,OLAVARRIA,BUENOS AIRES,,,,,,
COLONIA HINOJO,6.59506E+13,6.59506E+13,-36.88006945,-60.1780553,OLAVARRIA,OLAVARRIA,BUENOS AIRES,,,,,,
MAPIS,6.59506E+13,6.59506E+13,-36.7705364,-61.2818613,OLAVARRIA,OLAVARRIA,BUENOS AIRES,,,,,,
CAMPO BELGRANO,6.59506E+13,6.59506E+13,-36.7250646,-60.276205,OLAVARRIA,OLAVARRIA,BUENOS AIRES,,,,,,
VILLA ARRIETA,6.59506E+13,6.59506E+13,-36.94366054,-60.15782718,OLAVARRIA,OLAVARRIA,BUENOS AIRES,,,,,,
BLANCA CHICA,6.59506E+13,6.59506E+13,-36.8410918,-60.4478581,OLAVARRIA,OLAVARRIA,BUENOS AIRES,,,,,,
SAN GREGORIO,6.59506E+13,6.59506E+13,-36.7044536,-60.4280269,OLAVARRIA,OLAVARRIA,BUENOS AIRES,,,,,,
ROCHA,6.59506E+13,6.59506E+13,-37.14576871,-60.9774844,OLAVARRIA,OLAVARRIA,BUENOS AIRES,,,,,,
HINOJO,6.59506E+13,6.59506E+13,-36.8758996,-60.14731969,OLAVARRIA,OLAVARRIA,BUENOS AIRES,,,,,,
COLONIA NIEVAS,6.59506E+13,6.59506E+13,-36.86413703,-60.08164247,OLAVARRIA,OLAVARRIA,BUENOS AIRES,,,,,,
LA PARDA,6.59506E+13,6.59506E+13,-36.6551192,-60.7438976,OLAVARRIA,OLAVARRIA,BUENOS AIRES,,,,,,
SAN JACINTO,6.59506E+13,6.59506E+13,-36.9661162,-60.2584252,OLAVARRIA,OLAVARRIA,BUENOS AIRES,,,,,,
LA PROVIDENCIA,6.59506E+13,6.59506E+13,-37.0009645,-60.1886992,OLAVARRIA,OLAVARRIA,BUENOS AIRES,,,,,,
SANTA LUISA,6.59506E+13,6.59506E+13,-37.12896537,-60.40993039,OLAVARRIA,OLAVARRIA,BUENOS AIRES,,,,,,
POURTALE,6.59506E+13,6.59506E+13,-36.97264698,-60.43630862,OLAVARRIA,OLAVARRIA,BUENOS AIRES,,,,,,
LA MODERNA,6.59506E+13,6.59506E+13,-36.977116,-60.9859857,OLAVARRIA,OLAVARRIA,BUENOS AIRES,,,,,,
SAN ANTONIO,6.59506E+13,6.59506E+13,-36.6721853,-60.5713249,OLAVARRIA,OLAVARRIA,BUENOS AIRES,,,,,,
LA CARMELITA,6.59506E+13,6.59506E+13,-36.48106076,-60.81484788,OLAVARRIA,OLAVARRIA,BUENOS AIRES,,,,,,
LOS CHILENOS,6.59506E+13,6.59506E+13,-36.9332836,-60.721619,OLAVARRIA,OLAVARRIA,BUENOS AIRES,,,,,,
CAMPO STRIEBECK,6.59506E+13,6.59506E+13,-36.79628188,-60.31172109,OLAVARRIA,OLAVARRIA,BUENOS AIRES,,,,,,
COLONIA ITURRASPE,8.20212E+14,8.20212E+14,-31.4788195,-61.62158,COLONIA ITURRASPE,CASTELLANOS,SANTA FE,,,,,,
COLONIA LA POSTA,8.20142E+14,8.20142E+14,-33.05094527,-61.48772334,AREQUITO,CASEROS,SANTA FE,,,,,,
AREQUITO,8.20142E+14,8.20142E+14,-33.14830084,-61.47133494,AREQUITO,CASEROS,SANTA FE,,,,,,
SAN JOSE DE AGUILAR,6.6161E+14,6.6161E+14,-22.34120267,-65.17109986,SANTA VICTORIA OESTE,SANTA VICTORIA,SALTA,,,,,,
PUCALLPA,6.6161E+14,6.6161E+14,-22.27221734,-64.96329924,SANTA VICTORIA OESTE,SANTA VICTORIA,SALTA,,,,,,
LIZOITE,6.6161E+14,6.6161E+14,-22.26085,-65.16353,SANTA VICTORIA OESTE,SANTA VICTORIA,SALTA,,,,,,
LA SOLEDAD,6.6161E+14,6.6161E+14,-22.21907088,-64.89133406,SANTA VICTORIA OESTE,SANTA VICTORIA,SALTA,,,,,,
HORNILLOS,6.6161E+14,6.6161E+14,-22.33043511,-65.1269968,SANTA VICTORIA OESTE,SANTA VICTORIA,SALTA,,,,,,
EL PUESTO,6.6161E+14,6.6161E+14,-22.20926263,-64.9669281,SANTA VICTORIA OESTE,SANTA VICTORIA,SALTA,,,,,,
LA FALDA,6.6161E+14,6.6161E+14,-22.2361511,-64.93101785,SANTA VICTORIA OESTE,SANTA VICTORIA,SALTA,,,,,,
RODEO PAMPA,6.6161E+14,6.6161E+14,-22.24522781,-65.07801819,SANTA VICTORIA OESTE,SANTA VICTORIA,SALTA,,,,,,
PUCARA,6.6161E+14,6.6161E+14,-22.18128,-64.95977,SANTA VICTORIA OESTE,SANTA VICTORIA,SALTA,,,,,,
LA HUERTA,6.6161E+14,6.6161E+14,-22.23831,-65.01659,SANTA VICTORIA OESTE,SANTA VICTORIA,SALTA,,,,,,
CAMPO LA PAZ,6.6161E+14,6.6161E+14,-22.36944976,-65.14637476,SANTA VICTORIA OESTE,SANTA VICTORIA,SALTA,,,,,,
PUEBLO VIEJO,6.6161E+14,6.6161E+14,-22.39523315,-64.82989502,SANTA VICTORIA OESTE,SANTA VICTORIA,SALTA,,,,,,
SAN FRANCISCO,6.6161E+14,6.6161E+14,-22.40886307,-65.25909424,SANTA VICTORIA OESTE,SANTA VICTORIA,SALTA,,,,,,
SAN JOSE,6.6161E+14,6.6161E+14,-22.33417893,-65.17589569,SANTA VICTORIA OESTE,SANTA VICTORIA,SALTA,,,,,,
ABRA DE SANTA CRUZ,6.6161E+14,6.6161E+14,-22.10361871,-65.02203878,SANTA VICTORIA OESTE,SANTA VICTORIA,SALTA,,,,,,
SANTA CRUZ,6.6161E+14,6.6161E+14,-22.1498394,-65.02141571,SANTA VICTORIA OESTE,SANTA VICTORIA,SALTA,,,,,,
CHORRO,6.6161E+14,6.6161E+14,-22.2872448,-64.92092133,SANTA VICTORIA OESTE,SANTA VICTORIA,SALTA,,,,,,
SANTA VICTORIA,6.6161E+14,6.6161E+14,-22.2294615,-64.95032555,SANTA VICTORIA OESTE,SANTA VICTORIA,SALTA,,,,,,
ABRA DE SAN ANTONIO,6.6161E+14,6.6161E+14,-22.17502,-64.93502,SANTA VICTORIA OESTE,SANTA VICTORIA,SALTA,,,,,,
ANTIGAL,6.6161E+14,6.6161E+14,-22.16734,-64.9073,SANTA VICTORIA OESTE,SANTA VICTORIA,SALTA,,,,,,
LAGUNA,6.6161E+14,6.6161E+14,-22.37389946,-65.17874146,SANTA VICTORIA OESTE,SANTA VICTORIA,SALTA,,,,,,
SAN FELIPE,6.6161E+14,6.6161E+14,-22.30340389,-64.98355327,SANTA VICTORIA OESTE,SANTA VICTORIA,SALTA,,,,,,
SANTA CRUZ DE AGUILAR,6.6161E+14,6.6161E+14,-22.15450164,-65.0182986,SANTA VICTORIA OESTE,SANTA VICTORIA,SALTA,,,,,,
MECOYITA,6.6161E+14,6.6161E+14,-22.12536665,-64.90085004,SANTA VICTORIA OESTE,SANTA VICTORIA,SALTA,,,,,,
ACOYTE,6.6161E+14,6.6161E+14,-22.26257081,-64.99934259,SANTA VICTORIA OESTE,SANTA VICTORIA,SALTA,,,,,,
RIO PIEDRAS,6.6112E+14,6.6112E+14,-25.32118188,-64.91732943,RIO PIEDRAS,METAN,SALTA,,,,,,
LUMBRERAS,6.6112E+14,6.6112E+14,-25.21725758,-64.93068615,RIO PIEDRAS,METAN,SALTA,,,,,,
ARENALES,6.6112E+14,6.6112E+14,-25.14554787,-65.15400696,RIO PIEDRAS,METAN,SALTA,,,,,,
SAN RAMIREZ,3.00709E+14,3.00709E+14,-30.46341428,-59.34085823,SAN RAMIREZ,LA PAZ,ENTRE RÍOS,,,,,,
LIHUEL CALEL,4.2084E+14,4.2084E+14,-38.01481736,-65.58481895,PUELCHES,CURACO,LA PAMPA,,,,,,
PUELCHES,4.2042E+14,4.2042E+14,-38.14377223,-65.91027908,PUELCHES,CURACO,LA PAMPA,,,,,,
GENERAL LAGOS,8.20843E+14,8.20843E+14,-33.11215889,-60.56657378,GENERAL LAGOS,ROSARIO,SANTA FE,,,,,,
PAMPA LA PORTEÑA,2.2049E+14,2.2049E+14,-26.89174656,-61.11934234,CORZUELA,GENERAL BELGRANO,CHACO,,,,,,
CORZUELA NORTE,2.2049E+14,2.2049E+14,-26.89782559,-61.02852309,CORZUELA,GENERAL BELGRANO,CHACO,,,,,,
SAN ANTONIO,2.2049E+14,2.2049E+14,-26.84515126,-61.15683164,CORZUELA,GENERAL BELGRANO,CHACO,,,,,,
COLONIA JUAN LAVALLE,2.2049E+14,2.2049E+14,-27.10585501,-60.85750671,CORZUELA,GENERAL BELGRANO,CHACO,,,,,,
PAMPA ZAPPA,2.2049E+14,2.2049E+14,-26.95941313,-61.07284844,CORZUELA,GENERAL BELGRANO,CHACO,,,,,,
